state,age_group,gender,race,cause_of_death,deaths,population
Texas,75-84 years,Female,Asian or Pacific Islander,"Stroke, not specified as haemorrhage or infarction",19.0,18319.0
Texas,75-84 years,Female,Black or African American,"Septicaemia, unspecified",78.0,50636.0
Texas,75-84 years,Female,Black or African American,"Stomach, unspecified - Malignant neoplasms",12.0,50636.0
Texas,75-84 years,Female,Black or African American,"Colon, unspecified - Malignant neoplasms",46.0,50636.0
Texas,75-84 years,Female,Black or African American,"Pancreas, unspecified - Malignant neoplasms",39.0,50636.0
Texas,75-84 years,Female,Black or African American,"Bronchus or lung, unspecified - Malignant neoplasms",102.0,50636.0
Texas,75-84 years,Female,Black or African American,"Breast, unspecified - Malignant neoplasms",56.0,50636.0
Texas,75-84 years,Female,Black or African American,"Malignant neoplasm of uterus, part unspecified",14.0,50636.0
Texas,75-84 years,Female,Black or African American,Malignant neoplasm of ovary,11.0,50636.0
Texas,75-84 years,Female,Black or African American,"Malignant neoplasm of kidney, except renal pelvis",12.0,50636.0
Texas,75-84 years,Female,Black or African American,Malignant neoplasm without specification of site,28.0,50636.0
Texas,75-84 years,Female,Black or African American,Multiple myeloma - Malignant neoplasms,24.0,50636.0
Texas,75-84 years,Female,Black or African American,"Non-insulin-dependent diabetes mellitus, with renal complications",15.0,50636.0
Texas,75-84 years,Female,Black or African American,"Non-insulin-dependent diabetes mellitus, without complications",15.0,50636.0
Texas,75-84 years,Female,Black or African American,"Unspecified diabetes mellitus, with renal complications",37.0,50636.0
Texas,75-84 years,Female,Black or African American,"Unspecified diabetes mellitus, without complications",15.0,50636.0
Texas,75-84 years,Female,Black or African American,"Vascular dementia, unspecified",16.0,50636.0
Texas,75-84 years,Female,Black or African American,Unspecified dementia,86.0,50636.0
Texas,75-84 years,Female,Black or African American,Parkinson disease,18.0,50636.0
Texas,75-84 years,Female,Black or African American,"Alzheimer disease, unspecified",160.0,50636.0
Texas,75-84 years,Female,Black or African American,"Senile degeneration of brain, not elsewhere classified",28.0,50636.0
Texas,75-84 years,Female,Black or African American,"Anoxic brain damage, not elsewhere classified",13.0,50636.0
Texas,75-84 years,Female,Black or African American,"Encephalopathy, unspecified",11.0,50636.0
Texas,75-84 years,Female,Black or African American,Essential (primary) hypertension,17.0,50636.0
Texas,75-84 years,Female,Black or African American,Hypertensive heart disease with (congestive) heart failure,17.0,50636.0
Texas,75-84 years,Female,Black or African American,Hypertensive heart disease without (congestive) heart failure,19.0,50636.0
Texas,75-84 years,Female,Black or African American,Hypertensive renal disease with renal failure,24.0,50636.0
Texas,75-84 years,Female,Black or African American,"Acute myocardial infarction, unspecified",112.0,50636.0
Texas,75-84 years,Female,Black or African American,"Atherosclerotic cardiovascular disease, so described",57.0,50636.0
Texas,75-84 years,Female,Black or African American,Atherosclerotic heart disease,113.0,50636.0
Texas,75-84 years,Female,Black or African American,Ischaemic cardiomyopathy,17.0,50636.0
Texas,75-84 years,Female,Black or African American,Other secondary pulmonary hypertension,16.0,50636.0
Texas,75-84 years,Female,Black or African American,"Cardiomyopathy, unspecified",15.0,50636.0
Texas,75-84 years,Female,Black or African American,"Cardiac arrest, unspecified",14.0,50636.0
Texas,75-84 years,Female,Black or African American,Atrial fibrillation and flutter,17.0,50636.0
Texas,75-84 years,Female,Black or African American,Congestive heart failure,69.0,50636.0
Texas,75-84 years,Female,Black or African American,"Heart failure, unspecified",12.0,50636.0
Texas,75-84 years,Female,Black or African American,"Cardiovascular disease, unspecified",15.0,50636.0
Texas,75-84 years,Female,Black or African American,"Intracerebral haemorrhage, unspecified",12.0,50636.0
Texas,75-84 years,Female,Black or African American,"Cerebral infarction, unspecified",17.0,50636.0
Texas,75-84 years,Female,Black or African American,"Stroke, not specified as haemorrhage or infarction",82.0,50636.0
Texas,75-84 years,Female,Black or African American,Cerebral atherosclerosis,12.0,50636.0
Texas,75-84 years,Female,Black or African American,"Cerebrovascular disease, unspecified",31.0,50636.0
Texas,75-84 years,Female,Black or African American,"Sequelae of stroke, not specified as haemorrhage or infarction",14.0,50636.0
Texas,75-84 years,Female,Black or African American,Sequelae of other and unspecified cerebrovascular diseases,10.0,50636.0
Texas,75-84 years,Female,Black or African American,"Pneumonia, unspecified",32.0,50636.0
Texas,75-84 years,Female,Black or African American,"Chronic obstructive pulmonary disease, unspecified",79.0,50636.0
Texas,75-84 years,Female,Black or African American,Pneumonitis due to food and vomit,16.0,50636.0
Texas,75-84 years,Female,Black or African American,Other and unspecified intestinal obstruction,11.0,50636.0
Texas,75-84 years,Female,Black or African American,"Chronic kidney disease, stage 5",60.0,50636.0
Texas,75-84 years,Female,Black or African American,Unspecified renal failure,15.0,50636.0
Texas,75-84 years,Female,Black or African American,Other ill-defined and unspecified causes of mortality,13.0,50636.0
Texas,75-84 years,Female,White,Enterocolitis due to Clostridium difficile,71.0,470080.0
Texas,75-84 years,Female,White,Gastroenteritis and colitis of unspecified origin,20.0,470080.0
Texas,75-84 years,Female,White,"Septicaemia, unspecified",446.0,470080.0
Texas,75-84 years,Female,White,Chronic viral hepatitis C,16.0,470080.0
Texas,75-84 years,Female,White,"Tongue, unspecified - Malignant neoplasms",10.0,470080.0
Texas,75-84 years,Female,White,"Oesophagus, unspecified - Malignant neoplasms",37.0,470080.0
Texas,75-84 years,Female,White,"Stomach, unspecified - Malignant neoplasms",59.0,470080.0
Texas,75-84 years,Female,White,Duodenum - Malignant neoplasms,10.0,470080.0
Texas,75-84 years,Female,White,"Colon, unspecified - Malignant neoplasms",215.0,470080.0
Texas,75-84 years,Female,White,Malignant neoplasm of rectosigmoid junction,13.0,470080.0
Texas,75-84 years,Female,White,Malignant neoplasm of rectum,34.0,470080.0
Texas,75-84 years,Female,White,Liver cell carcinoma - Malignant neoplasms,55.0,470080.0
Texas,75-84 years,Female,White,Intrahepatic bile duct carcinoma - Malignant neoplasms,48.0,470080.0
Texas,75-84 years,Female,White,"Liver, unspecified - Malignant neoplasms",52.0,470080.0
Texas,75-84 years,Female,White,Malignant neoplasm of gallbladder,20.0,470080.0
Texas,75-84 years,Female,White,Extrahepatic bile duct - Malignant neoplasms,11.0,470080.0
Texas,75-84 years,Female,White,"Pancreas, unspecified - Malignant neoplasms",317.0,470080.0
Texas,75-84 years,Female,White,"Upper lobe, bronchus or lung - Malignant neoplasms",11.0,470080.0
Texas,75-84 years,Female,White,"Bronchus or lung, unspecified - Malignant neoplasms",991.0,470080.0
Texas,75-84 years,Female,White,"Malignant melanoma of skin, unspecified - Malignant neoplasms",21.0,470080.0
Texas,75-84 years,Female,White,"Malignant neoplasm of skin, unspecified - Malignant neoplasms",12.0,470080.0
Texas,75-84 years,Female,White,"Peritoneum, unspecified - Malignant neoplasms",12.0,470080.0
Texas,75-84 years,Female,White,"Connective and soft tissue, unspecified - Malignant neoplasms",12.0,470080.0
Texas,75-84 years,Female,White,"Breast, unspecified - Malignant neoplasms",454.0,470080.0
Texas,75-84 years,Female,White,"Vulva, unspecified - Malignant neoplasms",10.0,470080.0
Texas,75-84 years,Female,White,"Cervix uteri, unspecified - Malignant neoplasms",25.0,470080.0
Texas,75-84 years,Female,White,Endometrium - Malignant neoplasms,59.0,470080.0
Texas,75-84 years,Female,White,"Malignant neoplasm of uterus, part unspecified",43.0,470080.0
Texas,75-84 years,Female,White,Malignant neoplasm of ovary,194.0,470080.0
Texas,75-84 years,Female,White,"Malignant neoplasm of kidney, except renal pelvis",91.0,470080.0
Texas,75-84 years,Female,White,"Bladder, unspecified - Malignant neoplasms",54.0,470080.0
Texas,75-84 years,Female,White,"Brain, unspecified - Malignant neoplasms",76.0,470080.0
Texas,75-84 years,Female,White,Malignant neoplasm of thyroid gland,15.0,470080.0
Texas,75-84 years,Female,White,Secondary malignant neoplasm of liver - Malignant neoplasms,18.0,470080.0
Texas,75-84 years,Female,White,Secondary malignant neoplasm of brain and cerebral meninges - Malignant neoplasms,10.0,470080.0
Texas,75-84 years,Female,White,Malignant neoplasm without specification of site,158.0,470080.0
Texas,75-84 years,Female,White,"Hodgkin disease, unspecified",10.0,470080.0
Texas,75-84 years,Female,White,Non-Hodgkin lymphoma large cell (diffuse),27.0,470080.0
Texas,75-84 years,Female,White,"B-cell lymphoma, unspecified - Malignant neoplasms",36.0,470080.0
Texas,75-84 years,Female,White,"Non-Hodgkin lymphoma, unspecified type",91.0,470080.0
Texas,75-84 years,Female,White,Multiple myeloma - Malignant neoplasms,86.0,470080.0
Texas,75-84 years,Female,White,Acute lymphoblastic leukaemia - Malignant neoplasms,10.0,470080.0
Texas,75-84 years,Female,White,Chronic lymphocytic leukaemia - Malignant neoplasms,19.0,470080.0
Texas,75-84 years,Female,White,Acute myeloid leukaemia - Malignant neoplasms,58.0,470080.0
Texas,75-84 years,Female,White,Acute leukaemia of unspecified cell type - Malignant neoplasms,10.0,470080.0
Texas,75-84 years,Female,White,"Leukaemia, unspecified - Malignant neoplasms",18.0,470080.0
Texas,75-84 years,Female,White,Malignant neoplasms of independent (primary) multiple sites,37.0,470080.0
Texas,75-84 years,Female,White,"Brain, unspecified - Uncertain neoplasms",13.0,470080.0
Texas,75-84 years,Female,White,"Myelodysplastic syndrome, unspecified - Uncertain neoplasms",42.0,470080.0
Texas,75-84 years,Female,White,"Anaemia, unspecified",25.0,470080.0
Texas,75-84 years,Female,White,"Coagulation defect, unspecified",14.0,470080.0
Texas,75-84 years,Female,White,"Hypothyroidism, unspecified",19.0,470080.0
Texas,75-84 years,Female,White,"Non-insulin-dependent diabetes mellitus, with renal complications",79.0,470080.0
Texas,75-84 years,Female,White,"Non-insulin-dependent diabetes mellitus, with multiple complications",14.0,470080.0
Texas,75-84 years,Female,White,"Non-insulin-dependent diabetes mellitus, without complications",73.0,470080.0
Texas,75-84 years,Female,White,"Unspecified diabetes mellitus, with renal complications",112.0,470080.0
Texas,75-84 years,Female,White,"Unspecified diabetes mellitus, with peripheral circulatory complications",17.0,470080.0
Texas,75-84 years,Female,White,"Unspecified diabetes mellitus, with multiple complications",14.0,470080.0
Texas,75-84 years,Female,White,"Unspecified diabetes mellitus, without complications",175.0,470080.0
Texas,75-84 years,Female,White,Unspecified severe protein-energy malnutrition,22.0,470080.0
Texas,75-84 years,Female,White,Unspecified protein-energy malnutrition,39.0,470080.0
Texas,75-84 years,Female,White,Other obesity,17.0,470080.0
Texas,75-84 years,Female,White,"Hyperlipidaemia, unspecified",62.0,470080.0
Texas,75-84 years,Female,White,Acidosis,24.0,470080.0
Texas,75-84 years,Female,White,"Metabolic disorder, unspecified",28.0,470080.0
Texas,75-84 years,Female,White,"Vascular dementia, unspecified",82.0,470080.0
Texas,75-84 years,Female,White,Unspecified dementia,792.0,470080.0
Texas,75-84 years,Female,White,Motor neuron disease,31.0,470080.0
Texas,75-84 years,Female,White,Parkinson disease,313.0,470080.0
Texas,75-84 years,Female,White,Alzheimer disease with late onset,22.0,470080.0
Texas,75-84 years,Female,White,"Alzheimer disease, unspecified",1433.0,470080.0
Texas,75-84 years,Female,White,Circumscribed brain atrophy,16.0,470080.0
Texas,75-84 years,Female,White,"Senile degeneration of brain, not elsewhere classified",252.0,470080.0
Texas,75-84 years,Female,White,Other specified degenerative diseases of nervous system,39.0,470080.0
Texas,75-84 years,Female,White,"Degenerative disease of nervous system, unspecified",33.0,470080.0
Texas,75-84 years,Female,White,Multiple sclerosis,15.0,470080.0
Texas,75-84 years,Female,White,"Anoxic brain damage, not elsewhere classified",64.0,470080.0
Texas,75-84 years,Female,White,"Encephalopathy, unspecified",40.0,470080.0
Texas,75-84 years,Female,White,"Disorder of brain, unspecified",11.0,470080.0
Texas,75-84 years,Female,White,"Mitral valve disease, unspecified",10.0,470080.0
Texas,75-84 years,Female,White,Essential (primary) hypertension,134.0,470080.0
Texas,75-84 years,Female,White,Hypertensive heart disease with (congestive) heart failure,86.0,470080.0
Texas,75-84 years,Female,White,Hypertensive heart disease without (congestive) heart failure,105.0,470080.0
Texas,75-84 years,Female,White,Hypertensive renal disease with renal failure,96.0,470080.0
Texas,75-84 years,Female,White,Hypertensive heart and renal disease with renal failure,13.0,470080.0
Texas,75-84 years,Female,White,Hypertensive heart and renal disease with both (congestive) heart failure and renal failure,23.0,470080.0
Texas,75-84 years,Female,White,Acute subendocardial myocardial infarction,30.0,470080.0
Texas,75-84 years,Female,White,"Acute myocardial infarction, unspecified",785.0,470080.0
Texas,75-84 years,Female,White,"Acute ischaemic heart disease, unspecified",18.0,470080.0
Texas,75-84 years,Female,White,"Atherosclerotic cardiovascular disease, so described",239.0,470080.0
Texas,75-84 years,Female,White,Atherosclerotic heart disease,844.0,470080.0
Texas,75-84 years,Female,White,Ischaemic cardiomyopathy,67.0,470080.0
Texas,75-84 years,Female,White,"Chronic ischaemic heart disease, unspecified",68.0,470080.0
Texas,75-84 years,Female,White,Pulmonary embolism without mention of acute cor pulmonale,95.0,470080.0
Texas,75-84 years,Female,White,Other secondary pulmonary hypertension,58.0,470080.0
Texas,75-84 years,Female,White,Mitral (valve) insufficiency,22.0,470080.0
Texas,75-84 years,Female,White,Aortic (valve) stenosis,72.0,470080.0
Texas,75-84 years,Female,White,"Endocarditis, valve unspecified",24.0,470080.0
Texas,75-84 years,Female,White,"Cardiomyopathy, unspecified",74.0,470080.0
Texas,75-84 years,Female,White,"Cardiac arrest, unspecified",103.0,470080.0
Texas,75-84 years,Female,White,Atrial fibrillation and flutter,245.0,470080.0
Texas,75-84 years,Female,White,"Cardiac arrhythmia, unspecified",55.0,470080.0
Texas,75-84 years,Female,White,Congestive heart failure,456.0,470080.0
Texas,75-84 years,Female,White,"Heart failure, unspecified",104.0,470080.0
Texas,75-84 years,Female,White,"Cardiovascular disease, unspecified",67.0,470080.0
Texas,75-84 years,Female,White,Other ill-defined heart diseases,10.0,470080.0
Texas,75-84 years,Female,White,"Heart disease, unspecified",82.0,470080.0
Texas,75-84 years,Female,White,"Subarachnoid haemorrhage, unspecified",31.0,470080.0
Texas,75-84 years,Female,White,"Intracerebral haemorrhage, unspecified",162.0,470080.0
Texas,75-84 years,Female,White,Subdural haemorrhage (acute)(nontraumatic),13.0,470080.0
Texas,75-84 years,Female,White,"Intracranial haemorrhage (nontraumatic), unspecified",74.0,470080.0
Texas,75-84 years,Female,White,Cerebral infarction due to embolism of cerebral arteries,27.0,470080.0
Texas,75-84 years,Female,White,Cerebral infarction due to unspecified occlusion or stenosis of cerebral arteries,11.0,470080.0
